Title,Summary,Categories,References,Links,Last_Edited,Word_Count,Image_Count,Section_Count,External_Links,First_Edit_Year
The Two Cultures,,1959 non-fiction books;Culture of the United Kingdom;Science and technology in the United Kingdom;Science studies;Science books;Dichotomies;Oxford University Press books;May 1959 in the United Kingdom,14,170,29-Jan-25,976,2,7,33,2025
Under a White Sky,Under a White Sky: The Nature of the Future is a 2021 environmental book by Elizabeth Kolbert.[1] The book follows many of the themes she explored in The Sixth Extinction.,2021 non-fiction books;Climate change books;Environmental non-fiction books;Climate history;Science books;Climate change mitigation;2021 in the environment;Crown Publishing Group books;Futurology books,8,67,29-Dec-24,292,1,4,13,2024
Under the Sea Wind,"Under the Sea Wind: A Naturalist's Picture of Ocean Life (1941) is the first book written by the American marine biologist Rachel Carson.  It was published by Simon & Schuster in 1941 and received very good reviews, but sold poorly. After the great success of a sequel The Sea Around Us (Oxford, 1951), it was reissued by Oxford University Press; that edition was an alternate Book-of-the-Month Club selection and became another bestseller, and has never gone out of print.[1] It is recognized as one of the ""definitive works of American nature writing,""[2] and is in print as one of the Penguin Nature Classics.",1941 non-fiction books;Biology books;Books by Rachel Carson;Science books,16,139,3-Feb-25,699,1,4,15,2025
The Uninhabitable Earth (book),,2019 non-fiction books;Climate change books;Tim Duggan Books books;American non-fiction books;Environmental non-fiction books;2019 in the environment;Science books;Works originally published in New York (magazine),12,110,14-Nov-24,345,1,5,11,2024
Unscientific America,"Unscientific America: How Scientific Illiteracy Threatens Our Future is a nonfiction book by Chris Mooney and Sheril Kirshenbaum. It was a New York Times best seller.[1] In the book, the authors tackle the problem of scientific illiteracy in America.[2]  The authors criticize scientists for talking down to the misinformed and insulting the religious while calling for more friendly and magnanimous science advocates.[3]  They also blame the New Atheist movement, the creation–evolution controversy, the entertainment industry, the media, and science skeptics.",2009 non-fiction books;Criticism of New Atheism;Science books,15,187,11-Oct-23,435,3,7,27,2023
Unstoppable (Nye book),"Unstoppable: Harnessing Science to Change the World is a 2015 book written by Bill Nye and edited by Corey S. Powell. Published by St. Martin's Press, it is Nye's second book, after Undeniable: Evolution and the Science of Creation, also with Powell, which was also published by St. Martin's Press in 2014.[1] The book is about how to use science to improve the environment and the challenges faced with global warming as well as raising the standard of living.[2]",Books by Bill Nye;Science books;Environment book stubs,4,53,22-Nov-23,282,2,3,7,2023
Unweaving the Rainbow,,1998 non-fiction books;Books by Richard Dawkins;English-language non-fiction books;English non-fiction books;Houghton Mifflin books;Science books;Science studies,1,204,3-Jan-25,1695,6,17,16,2025
An Urchin in the Storm,An Urchin in the Storm is a 1987 essay collection from paleontologist and science writer Stephen Jay Gould.,1987 non-fiction books;American essay collections;Books by Stephen Jay Gould;English-language non-fiction books;Science books;Works originally published in The New York Review of Books;W. W. Norton & Company books,1,54,3-Jan-25,126,1,2,2,2025
The Varieties of Scientific Experience,"The Varieties of Scientific Experience: A Personal View of the Search for God is a book collecting transcribed talks on the subject of natural theology that astronomer Carl Sagan delivered in 1985 at the University of Glasgow as part of the Gifford Lectures.[1] The book was first published posthumously in 2006, 10 years after his death. The title is a reference to The Varieties of Religious Experience by William James.",2006 non-fiction books;American non-fiction books;Books critical of religion;Books published posthumously;Penguin Books books;Science books;Works by Carl Sagan;Gifford Lectures books,1,74,9-Jun-23,99,2,1,1,2023
View from a Height,"View from a Height is a collection of seventeen scientific essays by American writer and scientist Isaac Asimov.  It was the second of a series of books collecting essays from The Magazine of Fantasy and Science Fiction, written between 1959 and 1962. It was first published by Doubleday & Company in 1963. The book received a review in Science Magazine.[1] and The American Biology Teacher.[2]",Essay collections by Isaac Asimov;1963 books;Works originally published in The Magazine of Fantasy & Science Fiction;Doubleday (publisher) books;Science books;Science book stubs;Essay stubs,3,81,13-Dec-22,116,2,3,10,2022
The Welfare Trait,"The Welfare Trait: How State Benefits Affect Personality is a 2015 book by Adam Perkins, Lecturer in the Neurobiology of Personality at King's College London.[1]",2015 non-fiction books;Science books;Welfare;Behavioural genetics;Problem behavior;Research on poverty;Palgrave Macmillan books;Social science book stubs;Wealth stubs,10,63,3-Jan-25,238,3,1,14,2025
What If? (book),Unknown,Nerd culture;2014 non-fiction books;Science books;Houghton Mifflin books,2,195,16-Feb-25,0,1,0,37,2025
What If? 2 (book),,2022 non-fiction books;English-language non-fiction books;Science books,7,72,28-Feb-25,439,1,4,8,2025
What Is Your Dangerous Idea?,"What Is Your Dangerous Idea?: Today's Leading Thinkers on the Unthinkable is a book edited by John Brockman, which deals with ""dangerous"" ideas, or ideas that some people would react to in ways that suggest a disruption of morality and ethics. Scientists, philosophers, artists, and various other groups of people have written in to the online salon called the Edge, where thinkers in several areas post and discuss their ideas.  This collection of responses forms the entirety of the book (possibly with some excluded because of the great number of posts).  The basic concept behind the book is ""to gather a hundred of the most brilliant minds in the world in a room, lock them in, and have them ask each other the questions they were asking themselves"".[1]",2007 non-fiction books;2007 anthologies;Essay anthologies;Science books;Ethics books;Books by John Brockman,14,111,18-Apr-25,1367,1,10,13,2025
What We Believe but Cannot Prove,"What We Believe But Cannot Prove: Today's Leading Thinkers on Science in the Age of Certainty is a non-fiction book published by Harper Perennial and edited by literary agent John Brockman that includes an introduction by novelist Ian McEwan. The book consists of responses to a question posed by the Edge Foundation, with answers as short as one sentence and as long as a few pages.[1] Among the 107 published contributors are scientists and philosophers such as Richard Dawkins, Daniel C. Dennett, Jared Diamond, Rebecca Goldstein, Steven Pinker, Sir Martin Rees, and Craig Venter; as well as convicted sex offender Jeffrey Epstein.[2] Some contributions were not included in the print book, including those by Benoit Mandelbrot and computer scientist John McCarthy but are among 120 responses available online.[3][4]",2006 non-fiction books;2006 anthologies;Essay anthologies;Science books;Philosophy of science books;Books by John Brockman,13,158,14-Mar-25,545,5,8,21,2025
Wholeness and the Implicate Order,"Wholeness and the Implicate Order is a book by theoretical physicist David Bohm. It was originally published in 1980 by Routledge, United Kingdom.",1980 non-fiction books;Metaphysics books;Science books;Philosophy of science books;Cognitive science literature;Routledge books;Physics book stubs,5,52,4-Sep-24,120,2,3,4,2024
Why People Believe Weird Things,"Why People Believe Weird Things: Pseudoscience, Superstition, and Other Confusions of Our Time is a 1997 book by science writer Michael Shermer. The foreword was written by Stephen Jay Gould.",1997 non-fiction books;Books about Holocaust denial;Books about the paranormal;Books by Michael Shermer;Criticism of creationism;English-language non-fiction books;Henry Holt and Company books;Popular psychology books;Science books;Scientific skepticism mass media,5,75,3-Jan-25,512,1,5,7,2025
Wild Solutions,"Wild Solutions: How Biodiversity is Money in the Bank is a 2001 book by biologists Andrew Beattie and Paul R. Ehrlich. The authors explain the value of ""wild solutions"" to technical and medical problems that may reside in the diversity of the Earth's estimated 5 to 10 million species. Beattie and Ehrlich describe the role of natural substances in medicine, pest control, and manufacturing.[1][2][3] The book won a National Outdoor Book Award in 2001.[4]
A second edition came out in 2004.",2001 non-fiction books;2001 in the environment;Books by Paul R. Ehrlich;Environmental non-fiction books;Science books;Books about health care;Biology book stubs,4,30,13-Feb-24,101,2,1,5,2024
The Worlds of Science,,1960s books;Science books;Science book stubs,0,68,20-May-22,72,3,0,6,2022
Wikipedia:FAQ/Categorization,Unknown,Wikipedia FAQs;Wikipedia categorization;Wikipedia categories,0,142,26-Jan-25,0,1,0,5,Unknown
Building of the Military Geographical Institute,Unknown,1934 establishments in Poland;Buildings and structures completed in 1934;Ochota;Objects of cultural heritage in Warsaw;Military history of Warsaw;Military history of the Second Polish Republic;Scientific buildings;Government buildings in Poland;Buildings and structures in Warsaw;Neoclassical architecture in Warsaw;Modernist architecture in Poland;Sandstone buildings,7,63,18-Apr-25,0,0,0,3,2025
Observatory,"An observatory is a location used for observing terrestrial, marine, or celestial events. Astronomy, climatology/meteorology, geophysics, oceanography and volcanology are examples of disciplines for which observatories have been constructed.[1]",Observatories;Scientific organizations;Scientific observation;Scientific buildings,34,481,21-Apr-25,1224,24,20,63,2025
Roatan Institute for Marine Sciences,Unknown,Roatán;Scientific buildings,5,45,27-Oct-24,0,0,0,7,2024
Wikipedia:FAQ/Categorization,Unknown,Wikipedia FAQs;Wikipedia categorization;Wikipedia categories,0,142,26-Jan-25,0,1,0,5,Unknown
Taxonomy,"Taxonomy is a practice and science concerned with classification or categorization. Typically, there are two parts to it: the development of an underlying scheme of classes (a taxonomy) and the allocation of things to the classes (classification).",Taxonomy;Scientific nomenclature;Hierarchy;Ontology;Types of groupings,60,551,12-Mar-25,3695,8,41,83,2022
Classification of the sciences (Peirce),"The philosopher Charles Sanders Peirce (1839–1914) did considerable work over a period of years on the classification of 
sciences (including mathematics).[1] His classifications are of interest both as a map for navigating his philosophy and as an accomplished polymath's survey of research in his time. Peirce himself was well grounded and produced work in many research fields, including logic, mathematics, statistics, philosophy, spectroscopy, gravimetry, geodesy, chemistry, and experimental psychology.[2]",Philosophy of science;Charles Sanders Peirce;Scientific classification,29,217,29-Sep-24,1076,1,6,48,2024
Division (taxonomy),Division is a taxonomic rank in biological classification that is used differently in zoology and in botany.,Scientific classification;Botanical nomenclature,8,158,9-Dec-24,441,0,5,12,2024
Dustbin category,"The term ""dustbin category"" is sometimes used to describe a category that includes people or things that might be heterogeneous, only loosely related or poorly understood. It has been used in discussion of law, linguistics, medicine, sociology and other disciplines. For example:",Taxonomy;Scientific classification,1,14,6-Oct-22,72,0,2,0,2022
Classification of electromagnetic fields,"In differential geometry and theoretical physics, the classification of electromagnetic fields is a pointwise classification of bivectors at each point of a Lorentzian manifold. It is used in the study of solutions of Maxwell's equations and has applications in Einstein's theory of relativity.",Mathematical physics;Electromagnetism;Lorentzian manifolds;Scientific classification,1,49,12-Feb-25,785,12,7,0,2025
Fields of Science and Technology,"Fields of Science and Technology (FOS) is a compulsory classification for statistics of branches of scholarly and technical fields, published by the OECD in 2002. It was created out of the need to interchange data of research facilities, research results etc. It was revised in 2007 under the name Revised Fields of Science and Technology.[1]",OECD;Scientific classification,1,80,14-Feb-25,55,1,3,7,2025
IEC Common Data Dictionary,IEC Common Data Dictionary (abbreviated: IEC CDD) is a metadata registry providing product classification and formalized product descriptions that can be used in the context of smart manufacturing and Industrie 4.0.,ISO/IEC standards;Fourth Industrial Revolution;Scientific classification,1,70,9-Mar-25,665,2,8,14,2025
Nickel–Strunz classification,,Mineralogy;Scientific classification,5,154,14-Jan-25,183,3,7,14,2025
PhySH,"PhySH, an abbreviation for Physics Subject Headings, is a classification scheme developed by the American Physical Society (APS) as a universal classification scheme covering all branches of physics including astronomy, quantum computation, and physics education.[1] This scheme was unveiled in January 2016. It substitutes the previous Physics and Astronomy Classification Scheme (PACS) of the American Institute of Physics (AIP)[2] and is currently the working tool for all journals of APS and all scientific Conferences and Meetings called by APS.",Scientific classification,5,26,16-Mar-25,434,0,4,5,2025
Physics and Astronomy Classification Scheme,"The Physics and Astronomy Classification Scheme (PACS) is a scheme developed in 1970[1] by the American Institute of Physics (AIP) for classifying scientific literature using a hierarchical set of codes.[2] PACS has been used by over 160 international journals,[1] including the Physical Review series since 1975. Since 2016, American Physical Society introduced the PhySH (Physics Subject Headings) system instead of PACS.",Scientific classification;Physics stubs,4,47,9-Dec-24,158,1,4,13,2024
Wikipedia:FAQ/Categorization,Unknown,Wikipedia FAQs;Wikipedia categorization;Wikipedia categories,0,142,26-Jan-25,0,1,0,5,Unknown
Characteristics of common wasps and bees,"While observers can easily confuse common wasps and bees at a distance or without close observation, there are many different characteristics of large bees and wasps that can be used to identify them.",Bees;Wasps;Scientific comparisons,7,85,23-Mar-25,33,8,6,10,2025
Relationship between chemistry and physics,"The relationship between chemistry and physics is a topic of debate in the philosophy of science. The issue is a complicated one, since both physics and chemistry are divided into multiple subfields, each with their own goals. A major theme is whether, and in what sense, chemistry can be said to ""reduce"" to physics.[1][2]",Philosophy stubs;Physical sciences;Scientific comparisons,10,81,14-Apr-25,311,2,3,14,2025
Comparison of Chernobyl and other radioactivity releases,,Aftermath of the Chernobyl disaster;Environmental impact of nuclear power;Civilian nuclear power accidents;Scientific comparisons,11,313,20-Dec-24,1694,12,11,22,2024
Comparison of the Chernobyl and Fukushima nuclear accidents,"To date, the nuclear accidents at the Chernobyl (1986) and Fukushima Daiichi (2011) nuclear power plants, are the only INES level 7 nuclear accidents.[1][2]",Civilian nuclear power accidents;Environmental impact of nuclear power;Scientific comparisons;Fukushima nuclear accident;Chernobyl disaster;Aftermath of the Chernobyl disaster,1,417,27-Apr-25,34,5,6,68,2025
Comparison of the imperial and US customary measurement systems,,Systems of units;Imperial units;Customary units of measurement in the United States;Scientific comparisons,6,396,7-Mar-25,1825,4,6,7,2025
Dialogue Concerning the Two Chief World Systems,,Books by Galileo Galilei;1632 books;Astronomy books;Scientific comparisons;Physics books;History of astronomy;Historical physics publications;Dialogues;1632 in science;Philosophy of science books;Galileo affair;Thought experiments in physics,22,302,22-Feb-25,3840,18,13,43,2025
Hardness comparison,"A variety of hardness-testing methods are available, including the Vickers, Brinell, Rockwell, Meyer and Leeb tests. Although it is impossible in many cases to give an exact conversion, it is possible to give an approximate material-specific comparison table for steels.",Hardness tests;Scientific comparisons,1,23,18-Dec-23,40,1,4,4,2023
Integrative and Comparative Biology,,Zoology journals;Oxford University Press academic journals;English-language journals;Scientific comparisons;Academic journals established in 1961;Bimonthly journals;Academic journals associated with learned and professional societies of the United States;Biology journal stubs,0,56,29-Apr-23,70,4,2,25,2023
Life-cycle greenhouse gas emissions of energy sources,"Greenhouse gas emissions are one of the environmental impacts of electricity generation. Measurement of life-cycle greenhouse gas emissions involves calculating the global warming potential (GWP) of energy sources through life-cycle assessment. These are usually sources of only electrical energy but sometimes sources of heat are evaluated.[1] The findings are presented in units of global warming potential per unit of electrical energy generated by that source. The scale uses the global warming potential unit, the carbon dioxide equivalent (CO2e), and the unit of electrical energy, the kilowatt hour (kWh). The goal of such assessments is to cover the full life of the source, from material and fuel mining through construction to operation and waste management.",Scientific comparisons;Nuclear power;Greenhouse gas emissions;Energy,30,288,27-Aug-24,1290,6,10,66,2024
Relationship between mathematics and physics,,Philosophy of physics;Philosophy of mathematics;History of science;Mathematics education;Physics education;Foundations of mathematics;History of mathematics;History of physics;Scientific comparisons,54,460,27-Mar-25,1002,3,9,110,2025
Wikipedia:FAQ/Categorization,Unknown,Wikipedia FAQs;Wikipedia categorization;Wikipedia categories,0,142,26-Jan-25,0,1,0,5,Unknown
Fringe science,"Fringe science refers to ideas whose attributes include being highly speculative or relying on premises already refuted.[1] Fringe science theories are often advanced by people who have no traditional academic science background, or by researchers outside the mainstream discipline.[2]: 58 [3] The general public has difficulty distinguishing between science and its imitators,[2]: 173  and in some cases, a ""yearning to believe or a generalized suspicion of experts is a very potent incentive to accepting pseudoscientific claims"".[2]: 176",Fringe science;Fringe theory;Scientific method,32,1009,27-Mar-25,724,2,11,69,2025
21 grams experiment,Unknown,1907 documents;1907 in science;Experiments;Fringe science;Ghosts;Souls,21,212,31-Jan-25,0,1,0,21,2025
Activated charcoal cleanse,"Activated charcoal cleanses, also known as charcoal detoxes, are a pseudoscientific use of a proven medical intervention. Activated charcoal is available in powder, tablet, and liquid form. Its proponents claim the use of activated charcoal regularly will detoxify and cleanse the body as well as boost one's energy and brighten the skin. Such claims violate basic principles of chemistry and physiology. There is no medical evidence for any health benefits of cleanses or detoxes via activated charcoal or any other method. Charcoal, when ingested, will absorb vitamins and nutrients as well as prescription medications present in the gastrointestinal tract which can make it dangerous to use unless directed by a medical doctor.",Health fraud;Deception;Pseudoscience;Alternative detoxification;Fringe science;Unnecessary health care;Scientific skepticism;Alternative medicine;Diets;Fad diets,15,543,3-Apr-25,770,9,8,34,2025
American Academy of Anti-Aging Medicine,"The American Academy of Anti-Aging Medicine (A4M) is a United States 501(c)(3) nonprofit organization, that promotes the field of anti-aging medicine, and the organization trains and certifies physicians in this specialty. As of 2011, approximately 26,000 practitioners had been given A4M certificates.[1]  The field of anti-aging medicine is not recognized by established medical organizations, such as the American Board of Medical Specialties (ABMS) and the American Medical Association (AMA). The academy's activities include lobbying and public relations. The A4M was founded in 1993 by osteopathic physicians Robert M. Goldman and Ronald Klatz,[2] and as of 2013 claimed 26,000 members from 120 countries.",Old age in the United States;Life extension organizations;Geriatrics organizations;Medical education in the United States;Alternative medicine organizations;Fringe science;Pseudoscience;Health charities in the United States;1993 establishments in the United States;Charities based in Florida;Medical and health organizations based in Florida,58,628,10-Apr-25,3804,2,13,157,2025
Anomalistics,"Anomalistics is the use of scientific methods to evaluate anomalies (phenomena that fall outside current understanding), with the aim of finding a rational explanation.[1] The term itself was coined in 1973 by Drew University anthropologist Roger W. Wescott, who defined it as being the ""serious and systematic study of all phenomena that fail to fit the picture of reality provided for us by common sense or by the established sciences.""[2][3]",Parapsychology;Scientific skepticism;Fringe science,9,176,18-Apr-25,397,1,5,3,2025
Aquatic ape hypothesis,"The aquatic ape hypothesis (AAH), also referred to as aquatic ape theory (AAT) or the waterside hypothesis of human evolution, postulates that the ancestors of modern humans took a divergent evolutionary pathway from the other great apes by becoming adapted to a more aquatic habitat.[1] While the hypothesis has some popularity with the lay public, it is generally ignored or classified as pseudoscience by anthropologists.[2][3][4]",1960 in biology;Biological hypotheses;Human evolution;Aquatic mammals;Hypothetical life forms;Fringe science;Pseudoscience,75,1234,19-Feb-25,3220,15,13,88,2025
Aromatherapy,,Aromatherapy;Herbalism;Mind–body interventions;Fringe science;Alternative medicine,38,920,3-Apr-25,1102,7,6,90,2025
Brain Electrical Oscillation Signature Profiling,Brain Electrical Oscillation Signature Profiling (BEOSP or BEOS) is an EEG technique by which a suspect's participation in a crime is detected by eliciting electrophysiological impulses.[1][2],Forensic psychology;Physiological instruments;Forensic equipment;Neurophysiology;Psychology controversies;Lie detection;Fringe science,10,473,6-Feb-24,498,5,7,31,2024
California drought manipulation conspiracy theory,"The California drought manipulation conspiracy theory is a conspiracy theory that proposes that the 2011–2017 drought was a deliberate, man-made phenomenon, created by weather modification. It is largely promoted by a number of self-proclaimed ""independent researchers"" and ""scientists"", and by alternative news outlets.[citation needed] The theory has been dismissed by the scientific community and mainstream media as fringe science or pseudoscience.[1][2]",Conspiracy theories in the United States;Droughts in the United States;Earth science conspiracy theories;Environmental issues in California;Fringe science;Pseudoscience,8,461,6-Oct-24,258,2,3,10,2024
Detoxification foot baths,"Detoxification foot baths, also known as foot detox, ionic cleansing, ionic foot bath and aqua/water detox are pseudoscientific alternative medical devices marketed as being able to remove toxins from the human body. They work by providing an electric current to an electrode array immersed in a salt water solution. When switched on, the electrodes rapidly rust in a chemical process called electrolysis which quickly turns the water brown. This reaction happens regardless of whether or not a person's feet are immersed in the water, and no toxins from the human body have ever been detected in the water after use.",Health fraud;Deception;Pseudoscience;Alternative detoxification;Fringe science;Unnecessary health care;Scientific skepticism;Alternative medicine;Energy therapies,12,343,4-Apr-25,816,2,6,18,2025
Diseases from Space,"Diseases from Space is a book published in 1979 that was authored by astronomers Fred Hoyle and Chandra Wickramasinghe, where they propose that many of the most common diseases which afflict humanity, such as influenza, the common cold and whooping cough, have their origins in extraterrestrial sources. The two authors argue the case for outer space being the main source for these pathogens or at least their causative agents.[1][2][3]",1979 non-fiction books;1979 controversies;Fringe science;Astronomical controversies;Panspermia;Books about diseases and disorders;Books about extraterrestrial life;Cosmic dust;Medical controversies;Space medicine;Space research,14,124,6-Sep-24,449,1,5,28,2024
Fringe (TV series),Unknown,Fringe (TV series);2008 American television series debuts;2013 American television series endings;2000s American science fiction television series;2000s American drama television series;2010s American science fiction television series;2000s American time travel television series;2010s American time travel television series;2010s American drama television series;Television series by Bad Robot Productions;American English-language television shows;American spy television series;Saturn Award–winning television series;Serial drama television series;Television shows adapted into comics;Television series by Warner Bros. Television Studios;Television shows filmed in Vancouver;Television shows set in Boston;American time travel television series;Fringe science;Works by Alex Kurtzman and Roberto Orci;Television series created by J. J. Abrams;Television series about parallel universes;Smart drugs in fiction;Fictional portrayals of the Boston Police Department;Forensic science in popular culture;Television series created by Alex Kurtzman;Television series created by Roberto Orci;Fox Broadcasting Company television dramas,198,1635,25-Apr-25,0,1,0,273,2025
The Hum,"The Hum is persistent and invasive low-frequency humming, rumbling, or droning noise audible to many but not all people. Hums have been reported in many countries, including the United States, the United Kingdom, Australia and Canada.[1][2] They are sometimes named according to the locality where the problem has been particularly publicized, such as the ""Taos Hum"" in New Mexico and the ""Windsor Hum"" in Ontario.",Fringe science;New Mexico culture;Noise pollution;Unidentified sounds,54,372,6-Apr-25,1894,1,19,69,2025
Infrared sauna,"An infrared sauna uses infrared heaters to emit infrared light experienced as radiant heat which is absorbed by the surface of the skin. Infrared saunas are popular in alternative therapies, where they are claimed to help with a number of medical issues including autism, cancer, and COVID-19, but these claims are entirely pseudoscientific. Traditional saunas differ from infrared saunas in that they heat the body primarily by conduction and convection from the heated air and by radiation of the heated surfaces in the sauna room whereas infrared saunas primarily use just radiation.",Bathing;Light therapy;Energy therapies;Pseudoscience;Alternative detoxification;Fringe science;Scientific skepticism;Alternative medicine;Health fraud,15,585,2-Feb-25,1131,6,9,35,2025
Kambo (drug),"Kambo, also known as sapo (from Portuguese: sapo, lit. 'toad') or vacina-do-sapo, is substance derived from the natural secretions of an amphibian belonging to the Phyllomedusa family. Commonly the dried skin secretions of the giant leaf frog, known as the kambô in Portuguese, a species of frog, are used for ritualistic purposes with a strong religious and spiritual components. Less commonly it is used as a transdermal medicine, however, evidence for its effectiveness is limited.",Causes of death;Pseudoscience;Alternative detoxification;Fringe science;Scientific skepticism;Alternative medicine;South American traditional medicine;Amphibians and humans,1,518,9-Apr-25,1985,16,13,94,2025
Melanie's Marvelous Measles,,2012 children's books;Self-published books;Children's books about diseases and disorders;Fiction about measles;2015 controversies;Anti-vaccination media;Pseudoscience literature;Literature controversies;Fringe science,24,361,14-Jan-25,1848,2,7,27,2025
Nature therapy,,Therapy;Nature;Natural environment based therapies;Forestry;Fringe science;Pseudoscience,31,260,3-Feb-25,564,3,8,83,2025
Neuralgia-inducing cavitational osteonecrosis,"Neuralgia-inducing cavitational osteonecrosis (NICO) is a diagnosis whereby a putative jawbone cavitation causes chronic facial neuralgia; this is different from osteonecrosis of the jaw.[1] In NICO the pain is said to result from the degenerating nerve (""neuralagia"").[2][3][1] The condition is probably rare, if it does exist.[4]",Fringe science;Medical controversies;Pain,12,87,18-Mar-24,184,0,3,24,2024
List of organizations opposing mainstream science,"This is a list of organizations opposing mainstream science by frequently challenging the facts and conclusions recognized by the mainstream scientific community. By claiming to employ the scientific method in order to advance certain fringe ideas and theories, they are often charged with promotion of various forms of pseudoscience.",Fringe science;Pseudoscience;Science-related lists;Scientific skepticism;Pseudoscience-related lists,20,164,16-Apr-25,80,0,5,25,2025
Orthomolecular medicine,"Orthomolecular medicine[1][2] is a form of alternative medicine that claims to maintain human health through nutritional supplementation. It is rejected by evidence-based medicine. The concept builds on the idea of an optimal nutritional environment in the body and suggests that diseases reflect deficiencies in this environment. Treatment for disease, according to this view, involves attempts to correct ""imbalances or deficiencies based on individual biochemistry"" by use of substances such as vitamins, minerals, amino acids, trace elements and fatty acids.[3][4][5] The notions behind orthomolecular medicine are not supported by sound medical evidence, and the therapy is not effective for chronic disease prevention;[6][7] even the validity of calling the orthomolecular approach a form of medicine has been questioned since the 1970s.[8]",Orthomolecular medicine;Alternative medicine;Fringe science;Health fraud,128,1359,25-Feb-25,3231,1,15,309,2025
Panspermia,"Panspermia (from Ancient Greek  πᾶν (pan) 'all' and  σπέρμα (sperma) 'seed') is the hypothesis that life exists throughout the universe, distributed by space dust,[1] meteoroids,[2] asteroids, comets,[3] and planetoids,[4] as well as by spacecraft carrying unintended contamination by microorganisms,[5][6][7] known as directed panspermia. The theory argues that life did not originate on Earth, but instead evolved somewhere else and seeded life as we know it.",Panspermia;Astrobiology;Origin of life;Biological hypotheses;Prebiotic chemistry;Fringe science;1900s neologisms,68,1141,20-Apr-25,3231,4,16,250,2025
Pre-Columbian transoceanic contact theories,,Pre-Columbian trans-oceanic contact;Anthropology;Fringe science;Hyperdiffusionism;Pseudohistory;Theories of history,203,2294,22-Apr-25,9340,28,37,311,2025
Quantum mind,"The quantum mind or quantum consciousness is a group of hypotheses proposing that local physical laws and interactions from classical mechanics or connections between neurons alone cannot explain consciousness,[1] positing instead that quantum-mechanical phenomena, such as entanglement and superposition that cause nonlocalized quantum effects, interacting in smaller features of the brain than cells, may play an important part in the brain's function and could explain critical aspects of consciousness. These scientific hypotheses are as yet unvalidated, and they can overlap with quantum mysticism.",Quantum mind;Fringe science;Quantum mechanics;Theory of mind,108,1303,18-Apr-25,4152,4,16,277,2025
Ruggero Santilli,"Ruggero Maria Santilli (born September 8, 1935) is an Italo-American nuclear physicist. Mainstream scientists dismiss his theories as fringe science.[1]",1935 births;21st-century American physicists;20th-century Italian physicists;Living people;American conspiracy theorists;University of Turin alumni;People from the Province of Isernia;University of Naples Federico II alumni;Fringe science,26,217,1-Jan-25,1093,2,4,68,2025
Viktor Schauberger,"Viktor Schauberger (Austrian German: [ˈʃaʊbɛrɡɐ]; 30 June 1885 – 25 September 1958) was an Austrian forest caretaker, naturalist, philosopher, inventor and pseudoscientist.[1][2]",1885 births;1958 deaths;Austrian naturalists;Austrian foresters;20th-century Austrian biologists;20th-century Austrian philosophers;20th-century Austrian inventors;Bionics;People from Rohrbach District;Criticism of science;Fringe science;20th-century naturalists,2,77,18-Mar-25,98,4,4,30,2025
Sluggish schizophrenia,,Political abuse of psychiatry in the Soviet Union;Political repression in the Soviet Union;Persecution of dissidents in the Soviet Union;Psychiatric false diagnosis;Pseudoscience;Fringe science;Schizophrenia;Psychiatry controversies;Social problems in medicine;Unnecessary health care;Mental health in the Soviet Union;Soviet phraseology,68,611,25-Apr-25,2719,4,13,102,2025
Society for Scientific Exploration,The Society for Scientific Exploration (SSE) is a group committed to studying fringe science.[1] The opinions of the organization in regard to what are the proper limits of scientific exploration are often at odds with those of mainstream science.[2] Critics argue that the SSE is devoted to disreputable ideas far outside the scientific mainstream.[2],Fringe science;Parapsychology,21,203,28-Jan-24,718,4,9,53,2024
Ian Stevenson,"Ian Pretyman Stevenson (October 31, 1918 – February 8, 2007) was a Canadian-born American psychiatrist, the founder and director of the Division of Perceptual Studies at the University of Virginia School of Medicine. He was a professor at the University of Virginia School of Medicine for fifty years. He was chair of their department of psychiatry from 1957 to 1967, Carlson Professor of Psychiatry from 1967 to 2001, and Research Professor of Psychiatry from 2002 until his death in 2007.[1] He was founder and director of the University of Virginia School of Medicine's Division of Perceptual Studies and helped to found the Society for Scientific Exploration in 1982.[2]",1918 births;2007 deaths;20th-century American essayists;20th-century American male writers;20th-century American physicians;20th-century Canadian essayists;20th-century Canadian male writers;20th-century Canadian physicians;21st-century American essayists;21st-century American male writers;21st-century American physicians;Academics from Montreal;Alumni of the University of St Andrews;American male essayists;American male non-fiction writers;American medical researchers;American people of Scottish descent;American psychiatrists;Canadian emigrants to the United States;Canadian male essayists;Canadian male non-fiction writers;Canadian medical researchers;Canadian people of Scottish descent;Canadian psychiatrists;Deaths from pneumonia in Virginia;Fringe science;McGill University Faculty of Medicine alumni;Naturalized citizens of the United States;American parapsychologists;Physicians from Montreal;Physicians from Virginia;Psychedelic drug researchers;Reincarnation researchers;University of Virginia School of Medicine faculty;Writers about religion and science;Near-death experience researchers,83,717,11-Mar-25,3970,4,16,132,2025
